name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost,listed_in_type,rating_category
Restaurant_4127,Yes,No,2.8,162,Koramangala,Quick Bites,"Bruschetta, Pizza, Tiramisu, Pasta",Italian,250.0,Dine-out,Low
Restaurant_4128,No,Yes,4.3,625,HSR Layout,Beverage Shop,"Butter Naan, Paneer Butter Masala, Dal Makhani, Biryani",North Indian,100.0,Dine-out,High
Restaurant_4129,Yes,No,3.9,1075,Rajajinagar,Cafe,"Nihari, Biryani, Kebab",Mughlai,350.0,Dine-out,Medium
Restaurant_4130,No,Yes,4.4,864,Rajajinagar,Bar,"Spring Rolls, Tom Yum, Pad Thai",Thai,1150.0,Dine-out,High
Restaurant_4131,Yes,No,3.6,335,Marathahalli,Food Court,"Wrap, Burger, Fries, Sandwich",Fast Food,200.0,Dine-out,Medium
Restaurant_4132,No,No,3.3,1187,Rajajinagar,Cafe,"Butter Naan, Dal Makhani",North Indian,400.0,Dine-out,Low
Restaurant_4133,Yes,Yes,4.0,216,Rajajinagar,Food Court,"Garlic Bread, Pepperoni",Pizza,300.0,Dine-out,High
Restaurant_4134,Yes,No,4.6,967,Indiranagar,Fine Dining,"Chicken Biryani, Mutton Biryani, Veg Biryani, Raita",Biryani,1850.0,Dine-out,High
Restaurant_4135,No,Yes,3.8,366,JP Nagar,Casual Dining,"Pani Puri, Bhel, Vada Pav, Pav Bhaji",Street Food,500.0,Dine-out,Medium
Restaurant_4136,Yes,Yes,4.4,1510,Hebbal,Dessert Parlor,"Nachos, Burrito, Tacos",Mexican,350.0,Dine-out,High
Restaurant_4137,Yes,No,3.3,790,HSR Layout,Cafe,"Quesadilla, Burrito, Tacos, Nachos",Mexican,250.0,Dine-out,Low
Restaurant_4138,No,No,3.6,1251,Hebbal,Beverage Shop,"Mutton Biryani, Veg Biryani, Chicken Biryani, Raita",Biryani,100.0,Dine-out,Medium
Restaurant_4139,Yes,No,3.8,137,BTM,Food Court,"Fries, Burger",Fast Food,300.0,Dine-out,Medium
Restaurant_4140,No,Yes,4.5,744,Jayanagar,Quick Bites,"Bruschetta, Pasta",Italian,350.0,Dine-out,High
Restaurant_4141,Yes,No,4.3,865,JP Nagar,Fine Dining,"Fried Rice, Noodles, Manchurian, Spring Rolls",Chinese,1200.0,Dine-out,High
Restaurant_4142,Yes,No,4.7,956,Hebbal,Beverage Shop,"Miso Soup, Ramen, Sushi, Tempura",Japanese,100.0,Dine-out,High
Restaurant_4143,No,Yes,3.2,336,Whitefield,Bakery,"Bhel, Vada Pav, Pav Bhaji",Street Food,200.0,Dine-out,Low
Restaurant_4144,No,No,3.8,6,Whitefield,Dessert Parlor,"Tacos, Burrito, Nachos, Quesadilla",Mexican,250.0,Dine-out,Medium
Restaurant_4145,Yes,No,4.3,195,Hebbal,Fine Dining,"Pepperoni, BBQ Chicken",Pizza,1750.0,Dine-out,High
Restaurant_4146,Yes,No,4.1,240,Yelahanka,Casual Dining,"Tacos, Nachos",Mexican,1000.0,Dine-out,High
Restaurant_4147,No,Yes,3.5,1003,Hebbal,Dessert Parlor,"Sandwich, Burger",Fast Food,,Dine-out,Medium
Restaurant_4148,Yes,No,4.6,1268,Rajajinagar,Food Court,"Ice Cream, Pastry, Brownie, Cake",Desserts,250.0,Dine-out,High
Restaurant_4149,Yes,Yes,4.0,66,BTM,Beverage Shop,"Brownie, Cappuccino",Cafe,150.0,Dine-out,High
Restaurant_4150,Yes,No,3.3,1481,Koramangala,Bakery,"Cappuccino, Brownie",Cafe,250.0,Dine-out,Low
Restaurant_4151,Yes,No,3.8,114,Banashankari,Delivery,"Chicken Biryani, Veg Biryani, Raita",Biryani,,Delivery,Medium
Restaurant_4152,Yes,No,3.6,288,JP Nagar,Casual Dining,"Burrito, Quesadilla, Tacos, Nachos",Mexican,700.0,Dine-out,Medium
Restaurant_4153,Yes,No,5.0,181,JP Nagar,Bar,"Nihari, Biryani",Mughlai,900.0,Dine-out,High
Restaurant_4154,Yes,No,4.3,1269,Hebbal,Food Court,"Bhel, Pani Puri",Street Food,250.0,Dine-out,High
Restaurant_4155,Yes,No,3.8,788,Malleshwaram,Delivery,"Quesadilla, Burrito, Nachos, Tacos",Mexican,400.0,Delivery,Medium
Restaurant_4156,Yes,No,3.7,242,HSR Layout,Cafe,"Cake, Ice Cream, Brownie, Pastry",Desserts,500.0,Dine-out,Medium
Restaurant_4157,No,No,4.2,721,Marathahalli,Bakery,"Tacos, Quesadilla, Nachos",Mexican,200.0,Dine-out,High
Restaurant_4158,Yes,No,4.3,131,HSR Layout,Quick Bites,"Bruschetta, Tiramisu",Italian,300.0,Dine-out,High
Restaurant_4159,No,No,2.2,158,Banashankari,Bar,"Ramen, Sushi, Tempura",Japanese,950.0,Dine-out,Low
Restaurant_4160,No,No,4.0,284,Whitefield,Beverage Shop,"Raita, Chicken Biryani, Veg Biryani",Biryani,200.0,Dine-out,High
Restaurant_4161,Yes,No,3.8,154,Hebbal,Bakery,"Noodles, Manchurian, Fried Rice",Chinese,150.0,Dine-out,Medium
Restaurant_4162,No,No,3.0,940,Whitefield,Dessert Parlor,"Vada Pav, Pani Puri",Street Food,250.0,Dine-out,Low
Restaurant_4163,Yes,No,4.6,783,Whitefield,Fine Dining,"Green Curry, Pad Thai, Spring Rolls, Tom Yum",Thai,1300.0,Dine-out,High
Restaurant_4164,No,No,4.8,236,Malleshwaram,Dessert Parlor,"Tom Yum, Spring Rolls, Green Curry",Thai,300.0,Dine-out,High
Restaurant_4165,No,No,4.0,166,Whitefield,Dessert Parlor,"Fries, Burger",Fast Food,250.0,Dine-out,High
Restaurant_4166,Yes,Yes,4.6,12,Banashankari,Cafe,"Vada, Idli",South Indian,300.0,Dine-out,High
Restaurant_4167,No,No,4.6,293,Electronic City,Casual Dining,"Spring Rolls, Manchurian",Chinese,1000.0,Dine-out,High
Restaurant_4168,Yes,No,3.4,381,BTM,Quick Bites,"Tempura, Miso Soup",Japanese,350.0,Dine-out,Low
Restaurant_4169,Yes,No,2.9,141,Bellandur,Bar,"Spring Rolls, Pad Thai, Tom Yum",Thai,1050.0,Dine-out,Low
Restaurant_4170,No,No,4.0,723,Marathahalli,Casual Dining,"Pani Puri, Bhel, Vada Pav, Pav Bhaji",Street Food,950.0,Dine-out,High
Restaurant_4171,Yes,Yes,3.9,310,Hebbal,Bakery,"Miso Soup, Sushi",Japanese,250.0,Dine-out,Medium
Restaurant_4172,Yes,No,3.1,176,Yelahanka,Dessert Parlor,"Vada, Filter Coffee, Idli",South Indian,350.0,Dine-out,Low
Restaurant_4173,Yes,No,3.8,1594,Banashankari,Cafe,"Pasta, Pizza",Italian,400.0,Dine-out,Medium
Restaurant_4174,No,No,4.1,187,Rajajinagar,Bakery,"Wrap, Burger",Fast Food,250.0,Dine-out,High
Restaurant_4175,Yes,No,4.1,312,Electronic City,Fine Dining,"Pastry, Brownie, Ice Cream",Desserts,1700.0,Dine-out,High
Restaurant_4176,No,No,3.3,238,Marathahalli,Quick Bites,"Cheesecake, Brownie, Cappuccino, Cold Coffee",Cafe,200.0,Dine-out,Low
Restaurant_4177,Yes,Yes,3.9,161,Banashankari,Bar,"Pastry, Cake, Ice Cream",Desserts,850.0,Dine-out,Medium
Restaurant_4178,Yes,Yes,4.4,161,Electronic City,Fine Dining,"Ice Cream, Brownie",Desserts,1550.0,Dine-out,High
Restaurant_4179,No,Yes,2.9,156,Whitefield,Cafe,"Cake, Ice Cream, Pastry",Desserts,550.0,Dine-out,Low
Restaurant_4180,Yes,No,3.7,1108,Yelahanka,Quick Bites,"Tempura, Ramen, Sushi",Japanese,300.0,Dine-out,Medium
Restaurant_4181,No,No,3.0,655,BTM,Bakery,"Cold Coffee, Cappuccino, Brownie",Cafe,250.0,Dine-out,Low
Restaurant_4182,Yes,No,4.1,702,Hebbal,Dessert Parlor,"Ramen, Tempura",Japanese,350.0,Dine-out,High
Restaurant_4183,Yes,No,3.0,274,JP Nagar,Dessert Parlor,"Tempura, Ramen, Miso Soup, Sushi",Japanese,250.0,Dine-out,Low
Restaurant_4184,Yes,No,4.3,457,HSR Layout,Food Court,"Miso Soup, Ramen",Japanese,350.0,Dine-out,High
Restaurant_4185,No,No,3.5,163,Jayanagar,Dessert Parlor,"Tom Yum, Green Curry, Pad Thai, Spring Rolls",Thai,250.0,Dine-out,Medium
Restaurant_4186,Yes,No,3.5,40,Bellandur,Delivery,"Quesadilla, Burrito, Nachos, Tacos",Mexican,300.0,Delivery,Medium
Restaurant_4187,No,No,3.8,229,BTM,Dessert Parlor,"Paneer Butter Masala, Dal Makhani",North Indian,400.0,Dine-out,Medium
Restaurant_4188,Yes,Yes,3.6,369,JP Nagar,Delivery,"Tom Yum, Spring Rolls, Green Curry, Pad Thai",Thai,350.0,Delivery,Medium
Restaurant_4189,Yes,No,3.9,34,Koramangala,Beverage Shop,"Cheesecake, Brownie",Cafe,200.0,Dine-out,Medium
Restaurant_4190,Yes,No,3.4,47,Hebbal,Delivery,"Margherita, BBQ Chicken, Pepperoni",Pizza,250.0,Delivery,Low
Restaurant_4191,No,No,3.4,155,Banashankari,Quick Bites,"Paneer Butter Masala, Biryani, Dal Makhani, Butter Naan",North Indian,300.0,Dine-out,Low
Restaurant_4192,No,No,4.3,295,Koramangala,Fine Dining,"Butter Naan, Paneer Butter Masala, Biryani",North Indian,1250.0,Dine-out,High
Restaurant_4193,No,No,3.1,232,JP Nagar,Quick Bites,"Nachos, Tacos, Burrito",Mexican,250.0,Dine-out,Low
Restaurant_4194,Yes,No,3.6,67,BTM,Fine Dining,"Miso Soup, Ramen",Japanese,1550.0,Dine-out,Medium
Restaurant_4195,Yes,No,3.9,149,Banashankari,Food Court,"Bhel, Pani Puri, Pav Bhaji, Vada Pav",Street Food,300.0,Dine-out,Medium
Restaurant_4196,Yes,No,3.8,172,Hebbal,Beverage Shop,"Cold Coffee, Cheesecake, Cappuccino, Brownie",Cafe,100.0,Dine-out,Medium
Restaurant_4197,No,No,4.2,44,Rajajinagar,Fine Dining,"Veg Biryani, Mutton Biryani, Chicken Biryani, Raita",Biryani,1450.0,Dine-out,High
Restaurant_4198,Yes,Yes,4.6,272,Jayanagar,Fine Dining,"Biryani, Haleem",Mughlai,1850.0,Dine-out,High
Restaurant_4199,Yes,No,3.8,42,Whitefield,Cafe,,Mughlai,450.0,Dine-out,Medium
Restaurant_4200,Yes,Yes,4.3,784,Banashankari,Casual Dining,"Bhel, Pav Bhaji",Street Food,750.0,Dine-out,High
Restaurant_4201,Yes,No,3.8,278,Rajajinagar,Casual Dining,"Pepperoni, BBQ Chicken, Margherita",Pizza,750.0,Dine-out,Medium
Restaurant_4202,Yes,No,2.8,166,Hebbal,Cafe,"Miso Soup, Tempura, Sushi, Ramen",Japanese,550.0,Dine-out,Low
Restaurant_4203,No,No,2.8,56,Hebbal,Dessert Parlor,"Sandwich, Pasta, Pizza, Burger",Continental,,Dine-out,Low
Restaurant_4204,Yes,No,4.8,184,Banashankari,Cafe,"Veg Biryani, Raita, Chicken Biryani",Biryani,350.0,Dine-out,High
Restaurant_4205,No,No,4.1,162,BTM,Fine Dining,"Pizza, Burger",Continental,1450.0,Dine-out,High
Restaurant_4206,No,Yes,4.8,3033,Rajajinagar,Fine Dining,"Burrito, Nachos, Quesadilla",Mexican,1700.0,Dine-out,High
Restaurant_4207,Yes,Yes,3.8,1028,BTM,Cafe,"Idli, Masala Dosa, Filter Coffee",South Indian,300.0,Dine-out,Medium
Restaurant_4208,Yes,No,3.8,8,Electronic City,Cafe,"Cake, Ice Cream, Brownie, Pastry",Desserts,350.0,Dine-out,Medium
Restaurant_4209,Yes,No,3.6,518,JP Nagar,Dessert Parlor,"Tempura, Miso Soup, Sushi",Japanese,250.0,Dine-out,Medium
Restaurant_4210,No,Yes,5.0,221,Indiranagar,Quick Bites,"Raita, Chicken Biryani",Biryani,200.0,Dine-out,High
Restaurant_4211,Yes,Yes,4.1,67,Banashankari,Beverage Shop,"Vada Pav, Pani Puri, Bhel, Pav Bhaji",Street Food,,Dine-out,High
Restaurant_4212,Yes,No,3.5,641,Bellandur,Bakery,"Fries, Wrap, Sandwich, Burger",Fast Food,200.0,Dine-out,Medium
Restaurant_4213,Yes,No,3.4,71,Hebbal,Fine Dining,"Pizza, Sandwich, Pasta",Continental,1250.0,Dine-out,Low
Restaurant_4214,Yes,No,4.8,422,HSR Layout,Beverage Shop,"BBQ Chicken, Pepperoni, Garlic Bread, Margherita",Pizza,200.0,Dine-out,High
Restaurant_4215,Yes,No,3.7,555,Banashankari,Cafe,"Ramen, Tempura",Japanese,,Dine-out,Medium
Restaurant_4216,Yes,Yes,4.4,533,JP Nagar,Dessert Parlor,"Pepperoni, BBQ Chicken, Garlic Bread, Margherita",Pizza,400.0,Dine-out,High
Restaurant_4217,No,No,4.1,2336,Yelahanka,Delivery,"Raita, Veg Biryani, Mutton Biryani",Biryani,,Delivery,High
Restaurant_4218,No,No,3.5,808,Yelahanka,Dessert Parlor,"Tacos, Nachos, Quesadilla, Burrito",Mexican,200.0,Dine-out,Medium
Restaurant_4219,Yes,No,4.1,915,Marathahalli,Bar,"Biryani, Dal Makhani, Butter Naan",North Indian,700.0,Dine-out,High
Restaurant_4220,Yes,No,3.5,230,Bellandur,Bar,"Fries, Burger, Wrap, Sandwich",Fast Food,800.0,Dine-out,Medium
Restaurant_4221,No,No,3.2,5,Hebbal,Beverage Shop,"Tiramisu, Bruschetta, Pasta",Italian,100.0,Dine-out,Low
Restaurant_4222,Yes,No,4.4,875,Koramangala,Casual Dining,,Fast Food,950.0,Dine-out,High
Restaurant_4223,No,No,3.6,4441,Hebbal,Bar,"Pav Bhaji, Bhel, Pani Puri, Vada Pav",Street Food,1300.0,Dine-out,Medium
Restaurant_4224,Yes,No,4.1,320,Electronic City,Bar,"Pepperoni, BBQ Chicken, Margherita",Pizza,1200.0,Dine-out,High
Restaurant_4225,No,No,3.9,2477,Whitefield,Quick Bites,"Vada, Filter Coffee, Idli, Masala Dosa",South Indian,300.0,Dine-out,Medium
Restaurant_4226,Yes,No,4.1,93,Rajajinagar,Delivery,"Pad Thai, Tom Yum, Spring Rolls",Thai,350.0,Delivery,High
Restaurant_4227,Yes,No,3.0,158,Hebbal,Quick Bites,"Burrito, Quesadilla",Mexican,300.0,Dine-out,Low
Restaurant_4228,No,No,3.4,95,Indiranagar,Delivery,"Ice Cream, Pastry",Desserts,400.0,Delivery,Low
Restaurant_4229,Yes,Yes,3.8,367,Jayanagar,Food Court,"Burger, Sandwich",Continental,,Dine-out,Medium
Restaurant_4230,Yes,No,3.4,813,Yelahanka,Bakery,"Pasta, Pizza",Continental,150.0,Dine-out,Low
Restaurant_4231,Yes,No,4.4,274,Jayanagar,Fine Dining,"Filter Coffee, Vada, Idli, Masala Dosa",South Indian,1200.0,Dine-out,High
Restaurant_4232,No,No,4.3,1526,Jayanagar,Bar,"Manchurian, Fried Rice, Noodles",Chinese,1050.0,Dine-out,High
Restaurant_4233,Yes,No,4.9,578,BTM,Fine Dining,"Cake, Pastry, Brownie, Ice Cream",Desserts,1450.0,Dine-out,High
Restaurant_4234,No,No,3.5,328,Jayanagar,Bar,"Quesadilla, Nachos, Tacos",Mexican,1250.0,Dine-out,Medium
Restaurant_4235,Yes,No,3.9,904,Whitefield,Quick Bites,"Nachos, Burrito",Mexican,250.0,Dine-out,Medium
Restaurant_4236,Yes,Yes,4.2,67,Electronic City,Bakery,"Green Curry, Spring Rolls, Tom Yum, Pad Thai",Thai,200.0,Dine-out,High
Restaurant_4237,No,No,4.0,891,Koramangala,Quick Bites,"Chicken Biryani, Raita, Mutton Biryani, Veg Biryani",Biryani,150.0,Dine-out,High
Restaurant_4238,Yes,No,3.4,141,Jayanagar,Quick Bites,"Pani Puri, Vada Pav, Pav Bhaji",Street Food,250.0,Dine-out,Low
Restaurant_4239,Yes,No,4.7,232,Bellandur,Delivery,"Garlic Bread, Margherita",Pizza,300.0,Delivery,High
Restaurant_4240,Yes,No,4.3,590,Banashankari,Casual Dining,"Haleem, Nihari, Biryani",Mughlai,,Dine-out,High
Restaurant_4241,Yes,No,4.3,1497,Bellandur,Dessert Parlor,"Brownie, Cheesecake, Cold Coffee",Cafe,300.0,Dine-out,High
Restaurant_4242,No,Yes,4.5,583,Banashankari,Beverage Shop,"Filter Coffee, Vada, Masala Dosa, Idli",South Indian,200.0,Dine-out,High
Restaurant_4243,Yes,No,4.5,706,BTM,Fine Dining,"Filter Coffee, Masala Dosa, Idli",South Indian,1850.0,Dine-out,High
Restaurant_4244,Yes,Yes,3.5,786,Whitefield,Food Court,"Burger, Sandwich",Fast Food,350.0,Dine-out,Medium
Restaurant_4245,Yes,No,3.7,166,Koramangala,Bar,"Chicken Biryani, Mutton Biryani, Raita",Biryani,1250.0,Dine-out,Medium
Restaurant_4246,Yes,No,3.0,790,Indiranagar,Quick Bites,"Chicken Biryani, Mutton Biryani",Biryani,350.0,Dine-out,Low
Restaurant_4247,Yes,No,4.0,324,JP Nagar,Casual Dining,"Nachos, Burrito",Mexican,600.0,Dine-out,High
Restaurant_4248,No,No,3.6,104,Koramangala,Quick Bites,"Biryani, Haleem, Kebab, Nihari",Mughlai,300.0,Dine-out,Medium
Restaurant_4249,No,No,3.7,239,JP Nagar,Bakery,"Brownie, Cappuccino, Cold Coffee",Cafe,150.0,Dine-out,Medium
Restaurant_4250,Yes,Yes,4.6,194,Bellandur,Delivery,"Raita, Chicken Biryani, Mutton Biryani",Biryani,300.0,Delivery,High
Restaurant_4251,Yes,No,3.6,140,Marathahalli,Food Court,"Quesadilla, Burrito",Mexican,200.0,Dine-out,Medium
Restaurant_4252,No,Yes,3.8,189,Yelahanka,Dessert Parlor,"Miso Soup, Sushi",Japanese,,Dine-out,Medium
Restaurant_4253,Yes,No,3.8,113,JP Nagar,Bakery,"Dal Makhani, Paneer Butter Masala",North Indian,200.0,Dine-out,Medium
Restaurant_4254,Yes,Yes,3.1,512,Electronic City,Cafe,"BBQ Chicken, Pepperoni, Margherita, Garlic Bread",Pizza,450.0,Dine-out,Low
Restaurant_4255,No,No,3.6,468,HSR Layout,Food Court,"Spring Rolls, Tom Yum, Green Curry",Thai,350.0,Dine-out,Medium
Restaurant_4256,Yes,No,2.6,407,Electronic City,Quick Bites,"Bhel, Pav Bhaji, Vada Pav, Pani Puri",Street Food,250.0,Dine-out,Low
Restaurant_4257,Yes,No,3.5,221,Hebbal,Bakery,"Butter Naan, Dal Makhani, Paneer Butter Masala",North Indian,150.0,Dine-out,Medium
Restaurant_4258,No,Yes,4.3,947,Yelahanka,Dessert Parlor,"Pad Thai, Spring Rolls, Green Curry, Tom Yum",Thai,400.0,Dine-out,High
Restaurant_4259,No,No,3.9,81,Yelahanka,Casual Dining,"Manchurian, Noodles, Spring Rolls, Fried Rice",Chinese,750.0,Dine-out,Medium
Restaurant_4260,Yes,No,3.5,444,Banashankari,Casual Dining,"Pani Puri, Bhel, Vada Pav",Street Food,750.0,Dine-out,Medium
Restaurant_4261,Yes,No,4.2,202,Whitefield,Fine Dining,"Margherita, Pepperoni",Pizza,2200.0,Dine-out,High
Restaurant_4262,Yes,Yes,3.5,393,Malleshwaram,Dessert Parlor,"Sushi, Tempura",Japanese,250.0,Dine-out,Medium
Restaurant_4263,No,No,3.7,217,BTM,Casual Dining,"Cake, Brownie",Desserts,750.0,Dine-out,Medium
Restaurant_4264,Yes,No,5.0,1172,Bellandur,Bakery,"Tiramisu, Pizza",Italian,200.0,Dine-out,High
Restaurant_4265,Yes,Yes,5.0,1664,HSR Layout,Fine Dining,"BBQ Chicken, Pepperoni, Margherita, Garlic Bread",Pizza,1200.0,Dine-out,High
Restaurant_4266,No,No,3.7,753,JP Nagar,Casual Dining,"Margherita, Pepperoni, BBQ Chicken",Pizza,650.0,Dine-out,Medium
Restaurant_4267,Yes,No,3.9,112,Jayanagar,Food Court,,Mughlai,400.0,Dine-out,Medium
Restaurant_4268,Yes,No,3.3,159,Whitefield,Delivery,"Brownie, Cake",Desserts,250.0,Delivery,Low
Restaurant_4269,Yes,Yes,3.6,1359,HSR Layout,Cafe,"Paneer Butter Masala, Butter Naan",North Indian,400.0,Dine-out,Medium
Restaurant_4270,Yes,Yes,4.2,362,BTM,Dessert Parlor,"Brownie, Cold Coffee, Cappuccino",Cafe,350.0,Dine-out,High
Restaurant_4271,Yes,Yes,3.7,1572,Banashankari,Bakery,"Sandwich, Burger",Fast Food,200.0,Dine-out,Medium
Restaurant_4272,No,No,4.2,313,Bellandur,Bar,"Quesadilla, Tacos, Burrito, Nachos",Mexican,1150.0,Dine-out,High
Restaurant_4273,No,No,4.5,2046,Whitefield,Quick Bites,"Kebab, Haleem",Mughlai,300.0,Dine-out,High
Restaurant_4274,Yes,No,4.0,1560,BTM,Bakery,"Pepperoni, BBQ Chicken, Margherita, Garlic Bread",Pizza,200.0,Dine-out,High
Restaurant_4275,Yes,No,3.9,632,Marathahalli,Casual Dining,"Burger, Fries",Fast Food,850.0,Dine-out,Medium
Restaurant_4276,Yes,Yes,3.2,5,Marathahalli,Bakery,"Nachos, Quesadilla, Burrito, Tacos",Mexican,250.0,Dine-out,Low
Restaurant_4277,Yes,Yes,4.4,337,Electronic City,Bar,"Bhel, Vada Pav, Pani Puri, Pav Bhaji",Street Food,800.0,Dine-out,High
Restaurant_4278,Yes,No,3.2,1162,Electronic City,Quick Bites,"Pastry, Ice Cream, Brownie, Cake",Desserts,350.0,Dine-out,Low
Restaurant_4279,No,No,3.9,1265,BTM,Fine Dining,"Pav Bhaji, Vada Pav",Street Food,2050.0,Dine-out,Medium
Restaurant_4280,Yes,No,4.3,133,HSR Layout,Casual Dining,"Green Curry, Spring Rolls",Thai,650.0,Dine-out,High
Restaurant_4281,Yes,No,4.3,328,Electronic City,Beverage Shop,"Pasta, Sandwich",Continental,150.0,Dine-out,High
Restaurant_4282,Yes,Yes,3.8,1028,Bellandur,Casual Dining,"Sandwich, Fries, Wrap",Fast Food,850.0,Dine-out,Medium
Restaurant_4283,Yes,No,3.6,465,Whitefield,Cafe,"Idli, Filter Coffee",South Indian,400.0,Dine-out,Medium
Restaurant_4284,Yes,No,3.5,986,HSR Layout,Beverage Shop,"Kebab, Nihari",Mughlai,200.0,Dine-out,Medium
Restaurant_4285,Yes,No,3.2,840,Electronic City,Cafe,"Ramen, Tempura, Miso Soup",Japanese,500.0,Dine-out,Low
Restaurant_4286,Yes,No,3.5,1249,Indiranagar,Bar,"Kebab, Biryani",Mughlai,1100.0,Dine-out,Medium
Restaurant_4287,No,Yes,3.1,57,JP Nagar,Dessert Parlor,"Idli, Vada, Filter Coffee, Masala Dosa",South Indian,250.0,Dine-out,Low
Restaurant_4288,Yes,No,4.1,96,Indiranagar,Quick Bites,"Nachos, Quesadilla, Burrito, Tacos",Mexican,250.0,Dine-out,High
Restaurant_4289,Yes,No,4.0,51,Rajajinagar,Delivery,"Pasta, Sandwich",Continental,300.0,Delivery,High
Restaurant_4290,Yes,No,4.5,1847,Marathahalli,Fine Dining,"Chicken Biryani, Raita",Biryani,1900.0,Dine-out,High
Restaurant_4291,No,Yes,3.4,328,Banashankari,Delivery,"Veg Biryani, Raita, Mutton Biryani",Biryani,350.0,Delivery,Low
Restaurant_4292,Yes,No,3.2,31,Koramangala,Food Court,"Pad Thai, Spring Rolls, Tom Yum, Green Curry",Thai,200.0,Dine-out,Low
Restaurant_4293,Yes,No,3.8,221,JP Nagar,Food Court,"Veg Biryani, Raita, Mutton Biryani, Chicken Biryani",Biryani,250.0,Dine-out,Medium
Restaurant_4294,Yes,No,3.8,246,Marathahalli,Bar,"Chicken Biryani, Veg Biryani, Raita",Biryani,950.0,Dine-out,Medium
Restaurant_4295,No,No,3.6,895,HSR Layout,Dessert Parlor,,North Indian,350.0,Dine-out,Medium
Restaurant_4296,Yes,No,3.7,738,HSR Layout,Food Court,"Filter Coffee, Vada",South Indian,350.0,Dine-out,Medium
Restaurant_4297,Yes,No,4.7,824,HSR Layout,Casual Dining,"Vada Pav, Pani Puri",Street Food,750.0,Dine-out,High
Restaurant_4298,Yes,No,4.0,13,Banashankari,Bakery,"Sushi, Miso Soup, Tempura",Japanese,150.0,Dine-out,High
Restaurant_4299,Yes,Yes,5.0,1811,Indiranagar,Cafe,"Sandwich, Pizza, Pasta, Burger",Continental,350.0,Dine-out,High
Restaurant_4300,Yes,No,4.4,160,Koramangala,Food Court,"Vada Pav, Pani Puri",Street Food,250.0,Dine-out,High
Restaurant_4301,Yes,No,4.7,699,Bellandur,Bar,"Garlic Bread, BBQ Chicken, Margherita",Pizza,1150.0,Dine-out,High
Restaurant_4302,No,No,3.2,30,Electronic City,Cafe,"Manchurian, Fried Rice, Spring Rolls",Chinese,300.0,Dine-out,Low
Restaurant_4303,No,No,4.0,51,HSR Layout,Casual Dining,"Nachos, Tacos, Quesadilla",Mexican,750.0,Dine-out,High
Restaurant_4304,Yes,No,3.6,5,Malleshwaram,Dessert Parlor,"Biryani, Haleem",Mughlai,350.0,Dine-out,Medium
Restaurant_4305,Yes,No,3.0,375,Rajajinagar,Quick Bites,"Burger, Sandwich, Wrap",Fast Food,350.0,Dine-out,Low
Restaurant_4306,Yes,Yes,4.7,699,JP Nagar,Delivery,"Mutton Biryani, Raita, Veg Biryani",Biryani,400.0,Delivery,High
Restaurant_4307,Yes,Yes,3.9,30,Whitefield,Casual Dining,"Spring Rolls, Green Curry",Thai,1000.0,Dine-out,Medium
Restaurant_4308,No,No,3.6,185,Electronic City,Fine Dining,"Fries, Wrap, Burger",Fast Food,1900.0,Dine-out,Medium
Restaurant_4309,No,No,3.5,1001,Malleshwaram,Beverage Shop,"Manchurian, Noodles",Chinese,150.0,Dine-out,Medium
Restaurant_4310,Yes,No,3.4,54,Koramangala,Bar,"Nihari, Kebab, Haleem",Mughlai,1150.0,Dine-out,Low
Restaurant_4311,Yes,No,3.5,128,Banashankari,Delivery,"Pizza, Bruschetta",Italian,400.0,Delivery,Medium
Restaurant_4312,Yes,No,4.1,339,Bellandur,Fine Dining,"Miso Soup, Tempura",Japanese,2150.0,Dine-out,High
Restaurant_4313,No,No,4.6,1274,Bellandur,Quick Bites,"Green Curry, Tom Yum, Spring Rolls, Pad Thai",Thai,250.0,Dine-out,High
Restaurant_4314,No,No,3.8,167,Koramangala,Fine Dining,"Vada Pav, Bhel, Pav Bhaji",Street Food,1500.0,Dine-out,Medium
Restaurant_4315,No,No,4.5,3952,Whitefield,Dessert Parlor,"Cold Coffee, Cappuccino",Cafe,300.0,Dine-out,High
Restaurant_4316,No,No,4.1,269,JP Nagar,Beverage Shop,"Sandwich, Pasta, Burger, Pizza",Continental,,Dine-out,High
Restaurant_4317,Yes,No,4.0,293,Hebbal,Cafe,"Dal Makhani, Biryani, Butter Naan",North Indian,500.0,Dine-out,High
Restaurant_4318,No,No,4.1,80,Whitefield,Delivery,"Tacos, Burrito",Mexican,400.0,Delivery,High
Restaurant_4319,No,No,3.7,632,Bellandur,Beverage Shop,"Tom Yum, Spring Rolls, Pad Thai, Green Curry",Thai,150.0,Dine-out,Medium
Restaurant_4320,Yes,No,4.4,184,BTM,Bakery,"Fries, Burger",Fast Food,150.0,Dine-out,High
Restaurant_4321,Yes,No,4.1,609,JP Nagar,Casual Dining,"Raita, Chicken Biryani, Mutton Biryani",Biryani,1000.0,Dine-out,High
Restaurant_4322,No,No,2.9,109,Koramangala,Bakery,,South Indian,150.0,Dine-out,Low
Restaurant_4323,Yes,No,3.9,287,Bellandur,Casual Dining,"Fries, Burger, Sandwich",Fast Food,600.0,Dine-out,Medium
Restaurant_4324,No,No,4.1,1194,Bellandur,Dessert Parlor,"Haleem, Nihari, Kebab",Mughlai,350.0,Dine-out,High
